"FOLIO","SEXO","OPC_ED01"
290608763,"H","S456076"
10238724,"H","S456076"
290202080,"H","S456076"
290402268,"H","S456076"
280700191,"H","S456076"
10536995,"H","S456076"
11424141,"H","S456076"
12315627,"H","S456076"
280301957,"H","S456076"
290108202,"H","S456076"
290805399,"H","S456076"
290101568,"H","S456076"
290308592,"H","S456076"
270805697,"H","S456076"
13315629,"H","S456076"
290307388,"H","S456076"
290506095,"H","S456076"
290102449,"H","S456076"
290704906,"H","S456076"
290206858,"H","S456076"
280211080,"H","S456076"
299900025,"H","S456076"
290507468,"H","S456076"
290608768,"H","S456076"
290108094,"H","S456076"
11427470,"H","S456076"
10544907,"H","S456076"
290808632,"H","S456076"
290102400,"H","S456076"
290308613,"H","S456076"
280209088,"H","S456076"
280603517,"H","S456076"
290405856,"H","S456076"
290405421,"H","S456076"
290503445,"H","S456076"
290704124,"H","S456076"
280200492,"H","S456076"
280909319,"H","S456076"
290400872,"H","S456076"
280503977,"H","S456076"
290803079,"H","S456076"
290108405,"H","S456076"
280809042,"H","S456076"
290408064,"H","S456076"
280211127,"H","S456076"
280400354,"H","S456076"
290803817,"H","S456076"
290808276,"H","S456076"
300106477,"M","S458044"
300601001,"M","S458044"
11510303,"M","S458044"
12136702,"M","S458044"
13731953,"M","S458044"
10841236,"M","S458044"
10104687,"M","S458044"
300308950,"M","S458044"
10209961,"M","S458044"
300607640,"M","S458044"
10820715,"M","S458044"
320200870,"M","S458044"
300410389,"M","S458044"
10347384,"M","S458044"
329005364,"M","S458044"
300506413,"M","S458044"
12332945,"M","S458044"
300905499,"M","S458044"
300109623,"M","S458044"
12121353,"M","S458044"
300305072,"M","S458044"
10614098,"M","S458044"
13021452,"M","S458044"
300100896,"M","S458044"
13509615,"M","S458044"
210403179,"M","S458044"
300905232,"M","S458044"
320405572,"M","S458044"
11942108,"M","S458044"
300809181,"M","S458044"
300800779,"M","S458044"
10812841,"M","S458044"
13541921,"M","S458044"
300903014,"M","S458044"
13442817,"M","S458044"
12147315,"M","S458044"
11610545,"M","S458044"
10327957,"M","S458044"
12206898,"M","S458044"
300404781,"M","S458044"
12924897,"M","S458044"
13343315,"M","S458044"
320502957,"M","S458044"
12429722,"M","S458044"
11518013,"M","S458044"
11941357,"M","S458044"
300705828,"M","S458044"
300604769,"M","S458044"
300603357,"M","S458044"
11715153,"M","S458044"
13731566,"M","S458044"
300706733,"M","S458044"
11844138,"M","S458044"
300606973,"M","S458044"
320700035,"M","S458044"
320502701,"M","S458044"
300404989,"M","S458044"
12409448,"M","S458044"
300600219,"M","S458044"
12824901,"M","S458044"
12125496,"M","S458044"
10250147,"M","S458044"
11120687,"M","S458044"
19803468,"M","S458044"
11542580,"M","S458044"
300507508,"M","S458044"
300301840,"M","S458044"
330204915,"M","S458044"
300500238,"M","S458044"
300607953,"M","S458044"
300701263,"M","S458044"
300408349,"M","S458044"
13911815,"M","S458044"
300504191,"M","S458044"
300900826,"M","S458044"
300206380,"M","S458044"
300603414,"M","S458044"
300500097,"M","S458044"
10838868,"M","S458044"
14024329,"M","S458044"
300203860,"M","S458044"
320401679,"M","S458044"
13209786,"M","S458044"
300208459,"M","S458044"
300405726,"M","S458044"
19800128,"M","S458044"
300305479,"M","S458044"
10529412,"M","S458044"
300207018,"M","S458044"
11824185,"M","S458044"
300705132,"M","S458044"
12411000,"M","S458044"
11410834,"M","S458044"
13501144,"M","S458044"
11419590,"M","S458044"
300510086,"M","S458044"
300210054,"M","S458044"
13532637,"M","S458044"
210202144,"M","S458044"
320201912,"M","S458044"
300509194,"M","S458044"
13632822,"M","S458044"
11937011,"M","S458044"
300300711,"M","S458044"
10131562,"M","S458044"
300406663,"M","S458044"
320600656,"M","S458044"
320205916,"M","S458044"
13824209,"M","S458044"
19800649,"M","S458044"
10139207,"M","S458044"
300601035,"M","S458044"
300802406,"M","S458044"
300301484,"M","S458044"
10528236,"M","S458044"
300610573,"M","S458044"
11710099,"M","S458044"
11035852,"M","S458044"
300208893,"M","S458044"
12006935,"M","S458044"
300209652,"M","S458044"
10411293,"M","S458044"
12526324,"M","S458044"
300602503,"M","S458044"
300705969,"M","S458044"
12134150,"M","S458044"
320603863,"M","S458044"
300303791,"M","S458044"
210304749,"M","S458044"
320602275,"M","S458044"
19801534,"M","S458044"
300705238,"M","S458044"
10941714,"M","S458044"
13421363,"M","S458044"
300607010,"M","S458044"
300708815,"M","S458044"
320704037,"M","S458044"
300500744,"M","S458044"
300308264,"M","S458044"
300709011,"M","S458044"
320402512,"M","S458044"
11941550,"M","S458044"
300810590,"M","S458044"
11148116,"M","S458044"
11736373,"M","S458044"
300502014,"M","S458044"
300300943,"M","S458044"
300409419,"M","S458044"
300103198,"M","S458044"
10842141,"M","S458044"
300109226,"M","S458044"
300800449,"M","S458044"
320205972,"M","S458044"
13135739,"M","S458044"
300900390,"H","S458044"
320405413,"H","S458044"
300906013,"H","S458044"
320604212,"H","S458044"
13441195,"H","S458044"
300401699,"H","S458044"
10634720,"H","S458044"
19801879,"H","S458044"
320104355,"H","S458044"
300309271,"H","S458044"
12722565,"H","S458044"
300105891,"H","S458044"
10130578,"H","S458044"
320400672,"H","S458044"
320304035,"H","S458044"
320405620,"H","S458044"
300506299,"H","S458044"
300502950,"H","S458044"
300409749,"H","S458044"
11846304,"H","S458044"
13113877,"H","S458044"
320603012,"H","S458044"
14043556,"H","S458044"
12214621,"H","S458044"
11241685,"H","S458044"
300709985,"H","S458044"
11309514,"H","S458044"
10314427,"H","S458044"
13533289,"H","S458044"
320503302,"H","S458044"
300502678,"H","S458044"
13114642,"H","S458044"
11115010,"H","S458044"
320504516,"H","S458044"
11337968,"H","S458044"
210104171,"H","S458044"
300302561,"H","S458044"
12433984,"H","S458044"
19800051,"H","S458044"
300805454,"H","S458044"
12742678,"H","S458044"
14010312,"H","S458044"
300603463,"H","S458044"
300410332,"H","S458044"
320603046,"H","S458044"
300809593,"H","S458044"
300405539,"H","S458044"
320104718,"H","S458044"
11230516,"H","S458044"
11244003,"H","S458044"
300900437,"H","S458044"
300500533,"H","S458044"
10210324,"H","S458044"
13040916,"H","S458044"
11230941,"H","S458044"
12035650,"H","S458044"
319500876,"M","S463070"
311010804,"M","S463070"
11711138,"M","S463070"
310911308,"M","S463070"
310404805,"M","S463070"
330503917,"M","S463070"
310807328,"M","S463070"
310703321,"M","S463070"
310906916,"M","S463070"
310310379,"M","S463070"
330108623,"M","S463070"
310803273,"M","S463070"
310906850,"M","S463070"
310410919,"M","S463070"
310805016,"M","S463070"
10840743,"M","S463070"
330304355,"M","S463070"
310910350,"M","S463070"
19801846,"M","S463070"
330401961,"M","S463070"
310703645,"M","S463070"
310609157,"M","S463070"
310810096,"M","S463070"
310511227,"M","S463070"
311002505,"M","S463070"
310204743,"M","S463070"
310401600,"M","S463070"
320503833,"M","S463070"
310501691,"M","S463070"
310607481,"M","S463070"
310606497,"M","S463070"
330203534,"M","S463070"
310704111,"M","S463070"
310507482,"M","S463070"
310809099,"M","S463070"
310610249,"M","S463070"
310900553,"M","S463070"
160301786,"M","S463070"
330104774,"M","S463070"
319501091,"M","S463070"
310503387,"M","S463070"
330200682,"M","S463070"
330306776,"H","S463070"
310403761,"H","S463070"
311010630,"H","S463070"
330505957,"H","S463070"
330204972,"H","S463070"
330203251,"H","S463070"
310710680,"H","S463070"
310503839,"H","S463070"
330208276,"H","S463070"
330406343,"H","S463070"
310502696,"H","S463070"
310703893,"H","S463070"
310610245,"H","S463070"
310300003,"H","S463070"
310504822,"H","S463070"
310308068,"H","S463070"
330406047,"H","S463070"
310510162,"H","S463070"
330106963,"M","S464044"
330506871,"M","S464044"
330402170,"M","S464044"
330103193,"M","S464044"
330505696,"M","S464044"
330408196,"M","S464044"
330102979,"M","S464044"
430602106,"M","S464044"
330302678,"M","S464044"
300800169,"M","S464044"
330400785,"M","S464044"
330400558,"M","S464044"
330505852,"M","S464044"
330404790,"M","S464044"
330102912,"M","S464044"
330204501,"M","S464044"
330100257,"M","S464044"
330306847,"M","S464044"
330506651,"M","S464044"
330100583,"M","S464044"
330507513,"M","S464044"
330200484,"M","S464044"
330205777,"M","S464044"
330507659,"M","S464044"
330105168,"M","S464044"
330201965,"M","S464044"
330406013,"M","S464044"
330301189,"M","S464044"
330203469,"M","S464044"
330302843,"M","S464044"
330105925,"M","S464044"
11422150,"M","S464044"
330207526,"M","S464044"
330201560,"M","S464044"
330107984,"M","S464044"
330500301,"M","S464044"
330406459,"M","S464044"
330300278,"M","S464044"
330201180,"M","S464044"
310906367,"M","S464044"
330406952,"M","S464044"
10347450,"M","S464044"
330402113,"M","S464044"
330304228,"M","S464044"
330306455,"M","S464044"
330102909,"M","S464044"
330501563,"M","S464044"
330207975,"M","S464044"
330306144,"M","S464044"
330304220,"M","S464044"
13837674,"M","S464044"
330303074,"M","S464044"
330102071,"M","S464044"
330307093,"M","S464044"
330206414,"M","S464044"
330103524,"M","S464044"
330301892,"M","S464044"
330501030,"M","S464044"
330100230,"M","S464044"
330406944,"M","S464044"
430102675,"M","S464044"
330200047,"M","S464044"
330301988,"M","S464044"
330301663,"M","S464044"
330508378,"M","S464044"
13828689,"M","S464044"
330201227,"M","S464044"
330305779,"M","S464044"
330107420,"M","S464044"
90207421,"M","S464044"
330100853,"M","S464044"
330500622,"M","S464044"
330407867,"M","S464044"
330207789,"M","S464044"
330205643,"M","S464044"
310510424,"M","S464044"
10528272,"M","S464044"
20202076,"M","S464044"
330505274,"M","S464044"
330102938,"M","S464044"
330408755,"M","S464044"
330408222,"M","S464044"
350304544,"M","S464044"
330200383,"M","S464044"
430307606,"M","S464044"
330100054,"M","S464044"
330302992,"M","S464044"
330407417,"M","S464044"
330304742,"M","S464044"
330106549,"M","S464044"
330400730,"M","S464044"
330505773,"M","S464044"
310506453,"M","S464044"
330204890,"M","S464044"
330104203,"M","S464044"
330204561,"M","S464044"
330307029,"M","S464044"
330203599,"M","S464044"
330104111,"M","S464044"
330205561,"M","S464044"
330203567,"M","S464044"
330100435,"M","S464044"
10729108,"M","S464044"
330104078,"M","S464044"
330507042,"M","S464044"
330207242,"M","S464044"
330402232,"M","S464044"
311002107,"M","S464044"
330300368,"M","S464044"
330300049,"M","S464044"
330408637,"M","S464044"
330304641,"M","S464044"
330207801,"M","S464044"
330407225,"M","S464044"
330501834,"M","S464044"
310204859,"M","S464044"
311008979,"M","S464044"
330300581,"M","S464044"
330101603,"M","S464044"
330506408,"M","S464044"
330506534,"M","S464044"
330102742,"M","S464044"
330305414,"M","S464044"
330202289,"M","S464044"
330107303,"M","S464044"
330305042,"M","S464044"
330208782,"M","S464044"
330300115,"M","S464044"
310507772,"M","S464044"
330101372,"M","S464044"
330306819,"M","S464044"
330300802,"M","S464044"
330300287,"M","S464044"
11935422,"M","S464044"
330502456,"M","S464044"
330208758,"M","S464044"
330205385,"M","S464044"
330200929,"M","S464044"
330508421,"M","S464044"
330202680,"M","S464044"
330405978,"M","S464044"
320705254,"M","S464044"
330302009,"M","S464044"
330205867,"M","S464044"
330406373,"M","S464044"
330108581,"M","S464044"
11737115,"M","S464044"
310704264,"M","S464044"
11840491,"M","S464044"
330404255,"M","S464044"
330305871,"M","S464044"
330401472,"M","S464044"
310608797,"M","S464044"
330205292,"M","S464044"
330107392,"M","S464044"
310806834,"M","S464044"
330101561,"M","S464044"
330506289,"M","S464044"
330406038,"M","S464044"
13829230,"M","S464044"
330208170,"M","S464044"
330202252,"M","S464044"
330303809,"M","S464044"
330300109,"M","S464044"
330301744,"M","S464044"
330301757,"M","S464044"
310304820,"M","S464044"
330202697,"M","S464044"
330101826,"M","S464044"
13035078,"M","S464044"
330408729,"M","S464044"
330207094,"M","S464044"
330107322,"M","S464044"
330202645,"M","S464044"
330407212,"M","S464044"
330400564,"M","S464044"
330103003,"M","S464044"
330508394,"M","S464044"
330402078,"M","S464044"
310205683,"M","S464044"
330206609,"M","S464044"
430605301,"M","S464044"
330303999,"M","S464044"
330500292,"M","S464044"
330503229,"M","S464044"
330302108,"M","S464044"
330302957,"M","S464044"
330100226,"M","S464044"
330402179,"M","S464044"
330507702,"M","S464044"
330102360,"M","S464044"
330401308,"M","S464044"
330508022,"M","S464044"
330407731,"M","S464044"
310703470,"M","S464044"
330104690,"H","S464044"
330105680,"H","S464044"
330403563,"H","S464044"
330303468,"H","S464044"
330407270,"H","S464044"
330107429,"H","S464044"
330305403,"H","S464044"
330503448,"H","S464044"
330102685,"H","S464044"
330304990,"H","S464044"
330500975,"H","S464044"
330506943,"H","S464044"
330104193,"H","S464044"
10632843,"H","S464044"
330107840,"H","S464044"
330101320,"H","S464044"
330103470,"H","S464044"
330407098,"H","S464044"
330307763,"H","S464044"
330106754,"H","S464044"
330504897,"H","S464044"
330201519,"H","S464044"
330305133,"H","S464044"
330100060,"H","S464044"
330504907,"H","S464044"
330308617,"H","S464044"
330302530,"H","S464044"
330305377,"H","S464044"
330507099,"H","S464044"
13623212,"H","S464044"
330103124,"H","S464044"
330402581,"H","S464044"
330506403,"H","S464044"
330105473,"H","S464044"
330105465,"H","S464044"
330208008,"H","S464044"
330407125,"H","S464044"
330200361,"H","S464044"
330108347,"H","S464044"
330103288,"H","S464044"
330307956,"H","S464044"
330404297,"H","S464044"
330304435,"H","S464044"
330400310,"H","S464044"
330107232,"H","S464044"
330405948,"H","S464044"
330500413,"H","S464044"
330103620,"H","S464044"
330302695,"H","S464044"
330400960,"H","S464044"
340101953,"M","S467092"
340205810,"M","S467092"
340302002,"M","S467092"
340400741,"M","S467092"
340505307,"M","S467092"
350102248,"M","S467092"
350301001,"M","S467092"
350302120,"M","S467092"
350306716,"M","S467092"
350400133,"M","S467092"
350500936,"M","S467092"
350603540,"M","S467092"
360501357,"M","S467092"
360503270,"M","S467092"
340302436,"H","S467092"
13821192,"H","S467092"
360201241,"H","S467092"
350301123,"H","S467092"
340204392,"H","S467092"
350406513,"H","S467092"
360502834,"H","S467092"
360403596,"H","S467092"
350102670,"H","S467092"
350604103,"H","S467092"
360402484,"H","S467092"
350501683,"H","S467092"
19804087,"H","S467092"
360504519,"H","S467092"
11629936,"H","S467092"
360104514,"H","S467092"
109904502,"H","S467092"
370202931,"H","S467092"
340300245,"H","S467092"
12135046,"H","S467092"
340102979,"H","S467092"
13513823,"H","S467092"
350101252,"H","S467092"
340200108,"H","S467092"
10808222,"H","S467092"
340304337,"H","S467092"
350303345,"H","S467092"
340205110,"H","S467092"
360101099,"H","S467092"
11215337,"H","S467092"
340200468,"H","S467092"
340504082,"H","S467092"
340305228,"H","S467092"
360303702,"H","S467092"
369900429,"H","S467092"
360405144,"H","S467092"
350303619,"H","S467092"
340103447,"H","S467092"
360401921,"H","S467092"
14016847,"H","S467092"
350306881,"H","S467092"
330202348,"M","S473044"
330406926,"M","S473044"
310705135,"M","S473044"
430501779,"M","S473044"
330101223,"M","S473044"
330300870,"M","S473044"
330308641,"M","S473044"
430604685,"M","S473044"
430400671,"M","S473044"
330507978,"M","S473044"
13131700,"M","S473044"
12930085,"M","S473044"
12827812,"M","S473044"
310408284,"M","S473044"
430604821,"M","S473044"
330500344,"M","S473044"
430604719,"M","S473044"
320605098,"M","S473044"
310611066,"M","S473044"
330504944,"M","S473044"
330302109,"M","S473044"
320704675,"M","S473044"
430102743,"M","S473044"
310610025,"M","S473044"
330100483,"M","S473044"
430602021,"M","S473044"
11727726,"M","S473044"
430708839,"M","S473044"
170603243,"M","S473044"
12720544,"M","S473044"
330306279,"M","S473044"
430900154,"M","S473044"
12845589,"M","S473044"
430303635,"M","S473044"
430306340,"M","S473044"
430305713,"M","S473044"
170605521,"M","S473044"
430208201,"M","S473044"
330507938,"M","S473044"
330205521,"M","S473044"
240100834,"M","S473044"
310409987,"M","S473044"
310910592,"M","S473044"
330503826,"M","S473044"
430105693,"M","S473044"
13238199,"M","S473044"
430500068,"M","S473044"
330105717,"M","S473044"
13537609,"M","S473044"
430301265,"M","S473044"
430103815,"M","S473044"
330407992,"M","S473044"
330307091,"M","S473044"
330401564,"M","S473044"
430208280,"M","S473044"
11711600,"M","S473044"
330503922,"M","S473044"
430203768,"M","S473044"
430600918,"M","S473044"
10513309,"M","S473044"
330504850,"M","S473044"
320603595,"M","S473044"
430405960,"M","S473044"
430104843,"M","S473044"
330103797,"M","S473044"
140401351,"M","S473044"
330308499,"M","S473044"
430401554,"M","S473044"
430405619,"M","S473044"
310306735,"M","S473044"
310707089,"M","S473044"
310504749,"M","S473044"
430301243,"M","S473044"
330303752,"M","S473044"
430409529,"M","S473044"
430608941,"M","S473044"
330305312,"M","S473044"
310703770,"M","S473044"
330102747,"M","S473044"
12031500,"M","S473044"
430707852,"M","S473044"
310908665,"M","S473044"
330106384,"M","S473044"
430406544,"M","S473044"
330101608,"M","S473044"
310506327,"M","S473044"
430501073,"M","S473044"
330300003,"M","S473044"
330502557,"M","S473044"
310808823,"M","S473044"
330304553,"M","S473044"
330400571,"M","S473044"
330500635,"M","S473044"
330101655,"M","S473044"
330306966,"M","S473044"
430703995,"M","S473044"
310501676,"M","S473044"
13729338,"M","S473044"
430609086,"M","S473044"
430909365,"M","S473044"
430104958,"M","S473044"
19804172,"M","S473044"
330306559,"M","S473044"
310203766,"M","S473044"
430604971,"M","S473044"
430702184,"M","S473044"
330100193,"M","S473044"
430304677,"M","S473044"
330105263,"M","S473044"
12127737,"M","S473044"
12441416,"M","S473044"
310202870,"M","S473044"
430708108,"M","S473044"
310907580,"M","S473044"
430103426,"M","S473044"
430306094,"M","S473044"
430501004,"M","S473044"
14045520,"M","S473044"
330301716,"M","S473044"
430401015,"M","S473044"
330206161,"M","S473044"
330400528,"M","S473044"
330106538,"M","S473044"
430206085,"M","S473044"
310207678,"M","S473044"
330303511,"M","S473044"
330204935,"M","S473044"
430202250,"M","S473044"
330405704,"M","S473044"
330507891,"M","S473044"
310503080,"M","S473044"
430303673,"M","S473044"
20201896,"M","S473044"
330505242,"M","S473044"
330102001,"M","S473044"
430408609,"M","S473044"
311004498,"H","S473044"
430305568,"H","S473044"
430500777,"H","S473044"
310208839,"H","S473044"
140200929,"H","S473044"
430608454,"H","S473044"
330304750,"H","S473044"
430708522,"H","S473044"
330102393,"H","S473044"
10835002,"H","S473044"
310503665,"H","S473044"
330507289,"H","S473044"
430302488,"H","S473044"
430607766,"H","S473044"
330104237,"H","S473044"
330305875,"H","S473044"
330204979,"H","S473044"
430407075,"H","S473044"
330408294,"H","S473044"
430101619,"H","S473044"
11616069,"H","S473044"
330502900,"H","S473044"
310304833,"H","S473044"
430109385,"H","S473044"
330401904,"H","S473044"
430900216,"H","S473044"
330302207,"H","S473044"
430204352,"H","S473044"
310903989,"H","S473044"
330407699,"H","S473044"
430208459,"H","S473044"
330105366,"H","S473044"
430604565,"H","S473044"
330106983,"H","S473044"
330106882,"H","S473044"
430107937,"H","S473044"
430400213,"H","S473044"
430103468,"H","S473044"
11731652,"H","S473044"
390404351,"M","S477035"
390405683,"M","S477035"
360503002,"M","S477035"
390303768,"M","S477035"
13714137,"M","S477035"
11911588,"M","S477035"
19800365,"M","S477035"
390303313,"M","S477035"
12531667,"M","S477035"
19802209,"M","S477035"
390204185,"M","S477035"
13028716,"M","S477035"
390404184,"M","S477035"
390503806,"M","S477035"
399900280,"M","S477035"
10923769,"M","S477035"
380204874,"M","S477035"
350602680,"M","S477035"
11611316,"M","S477035"
380403906,"M","S477035"
390302081,"M","S477035"
10220508,"M","S477035"
390102301,"M","S477035"
13526407,"M","S477035"
399900783,"M","S477035"
11443247,"M","S477035"
13713431,"M","S477035"
399900064,"M","S477035"
370100433,"M","S477035"
380200458,"M","S477035"
11030754,"M","S477035"
11510433,"M","S477035"
11442055,"M","S477035"
12640321,"M","S477035"
12742893,"M","S477035"
13440862,"M","S477035"
10739219,"M","S477035"
390305877,"M","S477035"
13746051,"M","S477035"
399900350,"M","S477035"
14034825,"M","S477035"
390404453,"M","S477035"
12041890,"M","S477035"
10321629,"M","S477035"
12638192,"M","S477035"
14024783,"M","S477035"
390405807,"M","S477035"
390202743,"M","S477035"
14245577,"M","S477035"
13516988,"M","S477035"
390102181,"M","S477035"
370300773,"M","S477035"
380202489,"M","S477035"
13732049,"M","S477035"
11309880,"M","S477035"
390101915,"M","S477035"
390405913,"M","S477035"
11523859,"M","S477035"
399900307,"M","S477035"
10717268,"M","S477035"
390402684,"M","S477035"
399900237,"M","S477035"
370203196,"M","S477035"
350406810,"M","S477035"
380103429,"M","S477035"
20101114,"M","S477035"
390306259,"M","S477035"
10510801,"M","S477035"
390401369,"M","S477035"
11940318,"M","S477035"
390101975,"M","S477035"
10823113,"M","S477035"
390303064,"M","S477035"
10937278,"M","S477035"
10321898,"M","S477035"
390103015,"M","S477035"
14026012,"M","S477035"
390105188,"M","S477035"
370203574,"M","S477035"
390405884,"M","S477035"
390205303,"M","S477035"
390404063,"M","S477035"
380504301,"M","S477035"
13512626,"M","S477035"
370100239,"M","S477035"
13132653,"M","S477035"
380103933,"M","S477035"
390102119,"M","S477035"
360304065,"M","S477035"
12436282,"M","S477035"
399900636,"M","S477035"
390305966,"M","S477035"
360502300,"M","S477035"
12820609,"M","S477035"
11436998,"M","S477035"
390401367,"M","S477035"
390501511,"M","S477035"
399900537,"M","S477035"
390101211,"M","S477035"
11623043,"M","S477035"
370200580,"M","S477035"
11445216,"M","S477035"
360501515,"M","S477035"
390103996,"M","S477035"
380500847,"M","S477035"
399900624,"M","S477035"
390106162,"M","S477035"
390503842,"M","S477035"
390205092,"M","S477035"
390206339,"M","S477035"
350401976,"M","S477035"
390404704,"M","S477035"
13043838,"M","S477035"
380501309,"M","S477035"
390402421,"M","S477035"
390305367,"M","S477035"
390306243,"M","S477035"
10941151,"M","S477035"
380104010,"M","S477035"
390105949,"M","S477035"
399900435,"M","S477035"
380204997,"M","S477035"
390206389,"M","S477035"
390505695,"M","S477035"
399900146,"M","S477035"
13021668,"M","S477035"
10436364,"M","S477035"
13427471,"M","S477035"
380103201,"M","S477035"
390101766,"M","S477035"
380404351,"M","S477035"
390304179,"M","S477035"
11646345,"M","S477035"
13320558,"M","S477035"
390304433,"M","S477035"
390203275,"M","S477035"
13400646,"M","S477035"
13314794,"M","S477035"
13407168,"M","S477035"
399900455,"M","S477035"
380302585,"M","S477035"
11621060,"M","S477035"
390302957,"M","S477035"
390303076,"M","S477035"
13011415,"M","S477035"
390500946,"M","S477035"
390203490,"M","S477035"
11912105,"H","S477035"
13636534,"H","S477035"
10405456,"H","S477035"
19801706,"H","S477035"
370103302,"H","S477035"
390304738,"H","S477035"
10918963,"H","S477035"
11135292,"H","S477035"
390505698,"H","S477035"
390202617,"H","S477035"
11824092,"H","S477035"
390206351,"H","S477035"
390101972,"H","S477035"
370401333,"H","S477035"
13803778,"H","S477035"
390303014,"H","S477035"
390104088,"H","S477035"
11136535,"H","S477035"
10535177,"H","S477035"
10805989,"H","S477035"
390404547,"H","S477035"
390204726,"H","S477035"
11609797,"H","S477035"
350304065,"H","S477035"
11922338,"H","S477035"
10105843,"H","S477035"
13633128,"H","S477035"
350303232,"H","S477035"
360101514,"H","S477035"
12706078,"H","S477035"
380400047,"H","S477035"
380404989,"H","S477035"
370100826,"H","S477035"
11909259,"M","S477039"
390304514,"M","S477039"
390504717,"M","S477039"
10832336,"M","S477039"
380203730,"M","S477039"
12946900,"M","S477039"
13646985,"M","S477039"
390101128,"M","S477039"
380403284,"M","S477039"
399900853,"M","S477039"
310502484,"M","S477039"
10732489,"M","S477039"
19801329,"M","S477039"
390204638,"M","S477039"
350103047,"M","S477039"
13709563,"M","S477039"
11012267,"M","S477039"
380401847,"M","S477039"
399900403,"M","S477039"
359007234,"M","S477039"
11333244,"M","S477039"
13620685,"M","S477039"
12341315,"M","S477039"
13820592,"M","S477039"
380503825,"M","S477039"
390504880,"M","S477039"
390105184,"M","S477039"
390201858,"M","S477039"
399900416,"M","S477039"
390103020,"M","S477039"
380301995,"M","S477039"
390503872,"M","S477039"
399900573,"M","S477039"
390103710,"M","S477039"
10719503,"M","S477039"
390504041,"M","S477039"
380301422,"M","S477039"
12820881,"M","S477039"
10809107,"M","S477039"
370302496,"M","S477039"
390303057,"M","S477039"
380200034,"M","S477039"
390305851,"M","S477039"
10938667,"M","S477039"
11435273,"M","S477039"
380402108,"M","S477039"
390103259,"M","S477039"
390502737,"M","S477039"
13642653,"M","S477039"
390304345,"M","S477039"
399900203,"M","S477039"
390501238,"M","S477039"
10444976,"M","S477039"
390105752,"M","S477039"
14042518,"M","S477039"
390305684,"M","S477039"
12725402,"M","S477039"
12922585,"M","S477039"
10534163,"M","S477039"
380304182,"M","S477039"
390403838,"M","S477039"
390504555,"M","S477039"
380403485,"M","S477039"
390201705,"M","S477039"
390502682,"M","S477039"
12413136,"M","S477039"
13500147,"M","S477039"
370302094,"M","S477039"
380302240,"M","S477039"
380402594,"H","S477039"
12818848,"H","S477039"
11812861,"H","S477039"
340502405,"H","S477039"
390203247,"H","S477039"
390104440,"H","S477039"
10341295,"H","S477039"
380100376,"H","S477039"
390403613,"H","S477039"
11930041,"H","S477039"
370100053,"H","S477039"
390104496,"H","S477039"
390503520,"H","S477039"
350303876,"H","S477039"
390401746,"H","S477039"
11534070,"H","S477039"
12540091,"H","S477039"
12324341,"H","S477039"
399900591,"H","S477039"
390206529,"H","S477039"
390502636,"H","S477039"
399900713,"H","S477039"
390104643,"H","S477039"
11821171,"H","S477039"
12913433,"H","S477039"
390402649,"H","S477039"
10418996,"H","S477039"
12223452,"H","S477039"
12721623,"H","S477039"
19801094,"H","S477039"
380104858,"H","S477039"
10931343,"H","S477039"
12635861,"H","S477039"
370200030,"H","S477039"
389005704,"H","S477039"
390504591,"H","S477039"
11836739,"H","S477039"
380204137,"H","S477039"
10724359,"H","S477039"
11112323,"H","S477039"
390404515,"H","S477039"
399900212,"H","S477039"
12430693,"H","S477039"
13621053,"H","S477039"
360501332,"H","S477039"
399900474,"H","S477039"
390105193,"H","S477039"
10741081,"H","S477039"
12222067,"H","S477039"
19800696,"H","S477039"
10742788,"H","S477039"
10131978,"M","S477046"
10221239,"M","S477046"
10233280,"M","S477046"
10548835,"M","S477046"
10930539,"M","S477046"
10939753,"M","S477046"
11104524,"M","S477046"
11241838,"M","S477046"
11716653,"M","S477046"
11811564,"M","S477046"
11935754,"M","S477046"
12030690,"M","S477046"
12341840,"M","S477046"
12624320,"M","S477046"
12826356,"M","S477046"
13011149,"M","S477046"
13045348,"M","S477046"
13633644,"M","S477046"
13704173,"M","S477046"
13824001,"M","S477046"
19800307,"M","S477046"
19801728,"M","S477046"
19802120,"M","S477046"
19802717,"M","S477046"
350103789,"M","S477046"
350301733,"M","S477046"
350303823,"M","S477046"
350305903,"M","S477046"
350306452,"M","S477046"
370202275,"M","S477046"
380103591,"M","S477046"
380204053,"M","S477046"
380303488,"M","S477046"
380402396,"M","S477046"
390101394,"M","S477046"
390101709,"M","S477046"
390102366,"M","S477046"
390102616,"M","S477046"
390103719,"M","S477046"
390104026,"M","S477046"
390105228,"M","S477046"
390106421,"M","S477046"
390201808,"M","S477046"
390202719,"M","S477046"
390203635,"M","S477046"
390203707,"M","S477046"
390205784,"M","S477046"
390300963,"M","S477046"
390301861,"M","S477046"
390303780,"M","S477046"
390303829,"M","S477046"
390305447,"M","S477046"
390403210,"M","S477046"
390404835,"M","S477046"
390405873,"M","S477046"
390502559,"M","S477046"
390504712,"M","S477046"
390506087,"M","S477046"
399900553,"M","S477046"
399900563,"M","S477046"
399900774,"M","S477046"
370201000,"H","S477046"
13212399,"H","S477046"
13006654,"H","S477046"
240100624,"H","S477046"
380204428,"H","S477046"
11314617,"H","S477046"
12713524,"H","S477046"
390403260,"H","S477046"
369900351,"H","S477046"
13704517,"H","S477046"
